order_id,product,quantity_ordered,price_each,order_date,month,total_sales,total_quantity_sold_all_months,quantity_sold_that_month,quantity_sold_last_month,product_encoded,short_product
150118,AA Batteries (4-pack),1,3.84,2019-01-07 00:31:00,January,3.84,27148,1398,3672,4,AA Batteri
142360,USB-C Charging Cable,1,11.95,2019-01-07 00:31:00,January,11.95,23555,1265,3200,15,USB-C Char
141494,AA Batteries (4-pack),2,3.84,2019-01-07 00:40:00,January,7.68,27148,1398,3672,4,AA Batteri
148710,Wired Headphones,1,11.99,2019-01-07 01:24:00,January,11.99,20201,1057,2714,17,Wired Head
150095,AAA Batteries (4-pack),1,2.99,2019-01-07 01:32:00,January,2.99,30487,1562,4188,5,AAA Batter
149226,27in FHD Monitor,1,149.99,2019-01-07 01:34:00,January,149.99,7429,412,950,2,27in FHD M
141921,Lightning Charging Cable,1,14.95,2019-01-07 02:22:00,January,14.95,22841,1132,3052,12,Lightning 
144712,USB-C Charging Cable,1,11.95,2019-01-07 02:49:00,January,11.95,23555,1265,3200,15,USB-C Char
144746,Wired Headphones,1,11.99,2019-01-07 03:32:00,January,11.99,20201,1057,2714,17,Wired Head
147182,AAA Batteries (4-pack),1,2.99,2019-01-07 03:41:00,January,2.99,30487,1562,4188,5,AAA Batter
141525,AAA Batteries (4-pack),2,2.99,2019-01-07 04:31:00,January,5.98,30487,1562,4188,5,AAA Batter
142746,Lightning Charging Cable,2,14.95,2019-01-07 05:49:00,January,29.9,22841,1132,3052,12,Lightning 
147072,Bose SoundSport Headphones,1,99.99,2019-01-07 06:07:00,January,99.99,13236,644,1807,7,Bose Sound
144113,Flatscreen TV,1,300.0,2019-01-07 06:30:00,January,300.0,4724,240,657,8,Flatscreen
141949,USB-C Charging Cable,1,11.95,2019-01-07 06:43:00,January,11.95,23555,1265,3200,15,USB-C Char
150289,AA Batteries (4-pack),1,3.84,2019-01-07 06:52:00,January,3.84,27148,1398,3672,4,AA Batteri
142459,USB-C Charging Cable,1,11.95,2019-01-07 06:56:00,January,11.95,23555,1265,3200,15,USB-C Char
142775,27in FHD Monitor,1,149.99,2019-01-07 07:00:00,January,149.99,7429,412,950,2,27in FHD M
145064,Lightning Charging Cable,1,14.95,2019-01-07 07:18:00,January,14.95,22841,1132,3052,12,Lightning 
150082,ThinkPad Laptop,1,999.99,2019-01-07 07:30:00,January,999.99,4054,214,531,14,ThinkPad L
143042,20in Monitor,1,109.99,2019-01-07 07:42:00,January,109.99,4058,216,563,0,20in Monit
146461,iPhone,1,700.0,2019-01-07 08:06:00,January,700.0,6732,372,895,18,iPhone
146461,Wired Headphones,1,11.99,2019-01-07 08:06:00,January,11.99,20201,1057,2714,17,Wired Head
142038,AAA Batteries (4-pack),3,2.99,2019-01-07 08:07:00,January,8.97,30487,1562,4188,5,AAA Batter
148887,Apple Airpods Headphones,1,150.0,2019-01-07 08:08:00,January,150.0,15383,798,2057,6,Apple Airp
145745,Lightning Charging Cable,1,14.95,2019-01-07 08:23:00,January,14.95,22841,1132,3052,12,Lightning 
149060,USB-C Charging Cable,1,11.95,2019-01-07 08:27:00,January,11.95,23555,1265,3200,15,USB-C Char
149870,AA Batteries (4-pack),1,3.84,2019-01-07 08:30:00,January,3.84,27148,1398,3672,4,AA Batteri
149884,Apple Airpods Headphones,1,150.0,2019-01-07 08:38:00,January,150.0,15383,798,2057,6,Apple Airp
141475,Lightning Charging Cable,1,14.95,2019-01-07 08:41:00,January,14.95,22841,1132,3052,12,Lightning 
144644,Wired Headphones,1,11.99,2019-01-07 08:48:00,January,11.99,20201,1057,2714,17,Wired Head
147176,20in Monitor,1,109.99,2019-01-07 08:51:00,January,109.99,4058,216,563,0,20in Monit
143492,Apple Airpods Headphones,1,150.0,2019-01-07 09:00:00,January,150.0,15383,798,2057,6,Apple Airp
142138,AA Batteries (4-pack),1,3.84,2019-01-07 09:03:00,January,3.84,27148,1398,3672,4,AA Batteri
150092,iPhone,1,700.0,2019-01-07 09:05:00,January,700.0,6732,372,895,18,iPhone
146072,AA Batteries (4-pack),1,3.84,2019-01-07 09:06:00,January,3.84,27148,1398,3672,4,AA Batteri
142704,Lightning Charging Cable,1,14.95,2019-01-07 09:15:00,January,14.95,22841,1132,3052,12,Lightning 
145217,34in Ultrawide Monitor,1,379.99,2019-01-07 09:17:00,January,379.99,6076,305,842,3,34in Ultra
144124,USB-C Charging Cable,2,11.95,2019-01-07 09:25:00,January,23.9,23555,1265,3200,15,USB-C Char
147912,Apple Airpods Headphones,1,150.0,2019-01-07 09:28:00,January,150.0,15383,798,2057,6,Apple Airp
142021,Lightning Charging Cable,1,14.95,2019-01-07 09:39:00,January,14.95,22841,1132,3052,12,Lightning 
147839,34in Ultrawide Monitor,1,379.99,2019-01-07 09:40:00,January,379.99,6076,305,842,3,34in Ultra
144647,27in 4K Gaming Monitor,1,389.99,2019-01-07 09:41:00,January,389.99,6134,308,851,1,27in 4K Ga
142397,AA Batteries (4-pack),1,3.84,2019-01-07 09:43:00,January,3.84,27148,1398,3672,4,AA Batteri
142608,Apple Airpods Headphones,1,150.0,2019-01-07 09:46:00,January,150.0,15383,798,2057,6,Apple Airp
143668,Macbook Pro Laptop,1,1700.0,2019-01-07 09:50:00,January,1700.0,4645,233,636,13,Macbook Pr
150047,AA Batteries (4-pack),1,3.84,2019-01-07 09:51:00,January,3.84,27148,1398,3672,4,AA Batteri
146041,AAA Batteries (4-pack),2,2.99,2019-01-07 09:54:00,January,5.98,30487,1562,4188,5,AAA Batter
142136,AA Batteries (4-pack),1,3.84,2019-01-07 09:58:00,January,3.84,27148,1398,3672,4,AA Batteri
146779,USB-C Charging Cable,1,11.95,2019-01-07 09:59:00,January,11.95,23555,1265,3200,15,USB-C Char
144620,Wired Headphones,1,11.99,2019-01-07 10:04:00,January,11.99,20201,1057,2714,17,Wired Head
146064,USB-C Charging Cable,1,11.95,2019-01-07 10:04:00,January,11.95,23555,1265,3200,15,USB-C Char
145955,Wired Headphones,1,11.99,2019-01-07 10:06:00,January,11.99,20201,1057,2714,17,Wired Head
147811,Google Phone,1,600.0,2019-01-07 10:07:00,January,600.0,5440,312,706,9,Google Pho
143197,Bose SoundSport Headphones,1,99.99,2019-01-07 10:07:00,January,99.99,13236,644,1807,7,Bose Sound
150229,Bose SoundSport Headphones,1,99.99,2019-01-07 10:10:00,January,99.99,13236,644,1807,7,Bose Sound
145261,AA Batteries (4-pack),1,3.84,2019-01-07 10:10:00,January,3.84,27148,1398,3672,4,AA Batteri
142601,Wired Headphones,1,11.99,2019-01-07 10:15:00,January,11.99,20201,1057,2714,17,Wired Head
145268,Google Phone,1,600.0,2019-01-07 10:22:00,January,600.0,5440,312,706,9,Google Pho
142754,USB-C Charging Cable,1,11.95,2019-01-07 10:24:00,January,11.95,23555,1265,3200,15,USB-C Char
142757,34in Ultrawide Monitor,1,379.99,2019-01-07 10:26:00,January,379.99,6076,305,842,3,34in Ultra
146161,AAA Batteries (4-pack),1,2.99,2019-01-07 10:27:00,January,2.99,30487,1562,4188,5,AAA Batter
143268,27in 4K Gaming Monitor,1,389.99,2019-01-07 10:28:00,January,389.99,6134,308,851,1,27in 4K Ga
146760,Wired Headphones,1,11.99,2019-01-07 10:31:00,January,11.99,20201,1057,2714,17,Wired Head
149199,iPhone,1,700.0,2019-01-07 10:34:00,January,700.0,6732,372,895,18,iPhone
141575,USB-C Charging Cable,1,11.95,2019-01-07 10:42:00,January,11.95,23555,1265,3200,15,USB-C Char
149356,34in Ultrawide Monitor,1,379.99,2019-01-07 10:46:00,January,379.99,6076,305,842,3,34in Ultra
147853,AAA Batteries (4-pack),1,2.99,2019-01-07 10:49:00,January,2.99,30487,1562,4188,5,AAA Batter
146133,AAA Batteries (4-pack),3,2.99,2019-01-07 10:55:00,January,8.97,30487,1562,4188,5,AAA Batter
147600,Wired Headphones,1,11.99,2019-01-07 10:57:00,January,11.99,20201,1057,2714,17,Wired Head
149857,Apple Airpods Headphones,1,150.0,2019-01-07 10:59:00,January,150.0,15383,798,2057,6,Apple Airp
149857,iPhone,1,700.0,2019-01-07 10:59:00,January,700.0,6732,372,895,18,iPhone
143970,Apple Airpods Headphones,1,150.0,2019-01-07 11:00:00,January,150.0,15383,798,2057,6,Apple Airp
147882,34in Ultrawide Monitor,1,379.99,2019-01-07 11:05:00,January,379.99,6076,305,842,3,34in Ultra
142664,Apple Airpods Headphones,1,150.0,2019-01-07 11:08:00,January,150.0,15383,798,2057,6,Apple Airp
145175,Bose SoundSport Headphones,1,99.99,2019-01-07 11:16:00,January,99.99,13236,644,1807,7,Bose Sound
142786,27in FHD Monitor,1,149.99,2019-01-07 11:16:00,January,149.99,7429,412,950,2,27in FHD M
147524,AAA Batteries (4-pack),1,2.99,2019-01-07 11:18:00,January,2.99,30487,1562,4188,5,AAA Batter
144530,iPhone,1,700.0,2019-01-07 11:19:00,January,700.0,6732,372,895,18,iPhone
150027,27in 4K Gaming Monitor,1,389.99,2019-01-07 11:20:00,January,389.99,6134,308,851,1,27in 4K Ga
147511,AA Batteries (4-pack),2,3.84,2019-01-07 11:20:00,January,7.68,27148,1398,3672,4,AA Batteri
143480,Macbook Pro Laptop,1,1700.0,2019-01-07 11:25:00,January,1700.0,4645,233,636,13,Macbook Pr
149055,Wired Headphones,1,11.99,2019-01-07 11:26:00,January,11.99,20201,1057,2714,17,Wired Head
148575,Lightning Charging Cable,1,14.95,2019-01-07 11:27:00,January,14.95,22841,1132,3052,12,Lightning 
145722,AAA Batteries (4-pack),2,2.99,2019-01-07 11:27:00,January,5.98,30487,1562,4188,5,AAA Batter
141244,Apple Airpods Headphones,1,150.0,2019-01-07 11:29:00,January,150.0,15383,798,2057,6,Apple Airp
148905,USB-C Charging Cable,1,11.95,2019-01-07 11:39:00,January,11.95,23555,1265,3200,15,USB-C Char
148073,USB-C Charging Cable,1,11.95,2019-01-07 11:52:00,January,11.95,23555,1265,3200,15,USB-C Char
148073,34in Ultrawide Monitor,1,379.99,2019-01-07 11:52:00,January,379.99,6076,305,842,3,34in Ultra
141784,27in 4K Gaming Monitor,1,389.99,2019-01-07 11:54:00,January,389.99,6134,308,851,1,27in 4K Ga
149686,Wired Headphones,1,11.99,2019-01-07 12:03:00,January,11.99,20201,1057,2714,17,Wired Head
146318,Lightning Charging Cable,1,14.95,2019-01-07 12:03:00,January,14.95,22841,1132,3052,12,Lightning 
148486,USB-C Charging Cable,1,11.95,2019-01-07 12:05:00,January,11.95,23555,1265,3200,15,USB-C Char
143935,Lightning Charging Cable,1,14.95,2019-01-07 12:06:00,January,14.95,22841,1132,3052,12,Lightning 
146986,27in FHD Monitor,1,149.99,2019-01-07 12:06:00,January,149.99,7429,412,950,2,27in FHD M
142980,USB-C Charging Cable,1,11.95,2019-01-07 12:07:00,January,11.95,23555,1265,3200,15,USB-C Char
141712,AA Batteries (4-pack),1,3.84,2019-01-07 12:12:00,January,3.84,27148,1398,3672,4,AA Batteri
143103,AA Batteries (4-pack),1,3.84,2019-01-07 12:14:00,January,3.84,27148,1398,3672,4,AA Batteri
146670,USB-C Charging Cable,1,11.95,2019-01-07 12:15:00,January,11.95,23555,1265,3200,15,USB-C Char
143218,Lightning Charging Cable,1,14.95,2019-01-07 12:15:00,January,14.95,22841,1132,3052,12,Lightning 
142879,Lightning Charging Cable,1,14.95,2019-01-07 12:16:00,January,14.95,22841,1132,3052,12,Lightning 
142444,Wired Headphones,1,11.99,2019-01-07 12:19:00,January,11.99,20201,1057,2714,17,Wired Head
148584,Bose SoundSport Headphones,1,99.99,2019-01-07 12:21:00,January,99.99,13236,644,1807,7,Bose Sound
145656,ThinkPad Laptop,1,999.99,2019-01-07 12:21:00,January,999.99,4054,214,531,14,ThinkPad L
144658,Lightning Charging Cable,1,14.95,2019-01-07 12:26:00,January,14.95,22841,1132,3052,12,Lightning 
142844,27in FHD Monitor,1,149.99,2019-01-07 12:29:00,January,149.99,7429,412,950,2,27in FHD M
150276,34in Ultrawide Monitor,1,379.99,2019-01-07 12:33:00,January,379.99,6076,305,842,3,34in Ultra
142045,ThinkPad Laptop,1,999.99,2019-01-07 12:34:00,January,999.99,4054,214,531,14,ThinkPad L
148977,AA Batteries (4-pack),1,3.84,2019-01-07 12:35:00,January,3.84,27148,1398,3672,4,AA Batteri
148526,Lightning Charging Cable,1,14.95,2019-01-07 12:40:00,January,14.95,22841,1132,3052,12,Lightning 
148014,AA Batteries (4-pack),1,3.84,2019-01-07 12:41:00,January,3.84,27148,1398,3672,4,AA Batteri
146139,Apple Airpods Headphones,1,150.0,2019-01-07 12:42:00,January,150.0,15383,798,2057,6,Apple Airp
145894,Apple Airpods Headphones,1,150.0,2019-01-07 12:43:00,January,150.0,15383,798,2057,6,Apple Airp
144720,AA Batteries (4-pack),2,3.84,2019-01-07 12:44:00,January,7.68,27148,1398,3672,4,AA Batteri
150066,Wired Headphones,1,11.99,2019-01-07 12:46:00,January,11.99,20201,1057,2714,17,Wired Head
142591,USB-C Charging Cable,1,11.95,2019-01-07 12:47:00,January,11.95,23555,1265,3200,15,USB-C Char
148848,34in Ultrawide Monitor,1,379.99,2019-01-07 12:51:00,January,379.99,6076,305,842,3,34in Ultra
141402,AAA Batteries (4-pack),1,2.99,2019-01-07 12:56:00,January,2.99,30487,1562,4188,5,AAA Batter
147813,Lightning Charging Cable,1,14.95,2019-01-07 12:58:00,January,14.95,22841,1132,3052,12,Lightning 
145004,Bose SoundSport Headphones,1,99.99,2019-01-07 13:06:00,January,99.99,13236,644,1807,7,Bose Sound
149935,Lightning Charging Cable,1,14.95,2019-01-07 13:13:00,January,14.95,22841,1132,3052,12,Lightning 
142747,AA Batteries (4-pack),2,3.84,2019-01-07 13:15:00,January,7.68,27148,1398,3672,4,AA Batteri
146739,AA Batteries (4-pack),1,3.84,2019-01-07 13:15:00,January,3.84,27148,1398,3672,4,AA Batteri
148589,Wired Headphones,1,11.99,2019-01-07 13:15:00,January,11.99,20201,1057,2714,17,Wired Head
143532,USB-C Charging Cable,1,11.95,2019-01-07 13:16:00,January,11.95,23555,1265,3200,15,USB-C Char
143693,AAA Batteries (4-pack),5,2.99,2019-01-07 13:20:00,January,14.95,30487,1562,4188,5,AAA Batter
141459,AAA Batteries (4-pack),1,2.99,2019-01-07 13:20:00,January,2.99,30487,1562,4188,5,AAA Batter
147923,27in FHD Monitor,1,149.99,2019-01-07 13:23:00,January,149.99,7429,412,950,2,27in FHD M
141408,Apple Airpods Headphones,1,150.0,2019-01-07 13:25:00,January,150.0,15383,798,2057,6,Apple Airp
141310,AAA Batteries (4-pack),1,2.99,2019-01-07 13:32:00,January,2.99,30487,1562,4188,5,AAA Batter
148606,AAA Batteries (4-pack),1,2.99,2019-01-07 13:34:00,January,2.99,30487,1562,4188,5,AAA Batter
148976,ThinkPad Laptop,1,999.99,2019-01-07 13:36:00,January,999.99,4054,214,531,14,ThinkPad L
145692,20in Monitor,1,109.99,2019-01-07 13:39:00,January,109.99,4058,216,563,0,20in Monit
146087,USB-C Charging Cable,1,11.95,2019-01-07 13:41:00,January,11.95,23555,1265,3200,15,USB-C Char
145055,Wired Headphones,1,11.99,2019-01-07 13:42:00,January,11.99,20201,1057,2714,17,Wired Head
143778,Apple Airpods Headphones,1,150.0,2019-01-07 13:42:00,January,150.0,15383,798,2057,6,Apple Airp
149072,Macbook Pro Laptop,1,1700.0,2019-01-07 13:51:00,January,1700.0,4645,233,636,13,Macbook Pr
142284,AA Batteries (4-pack),1,3.84,2019-01-07 13:52:00,January,3.84,27148,1398,3672,4,AA Batteri
148017,ThinkPad Laptop,1,999.99,2019-01-07 14:01:00,January,999.99,4054,214,531,14,ThinkPad L
147047,AA Batteries (4-pack),1,3.84,2019-01-07 14:01:00,January,3.84,27148,1398,3672,4,AA Batteri
143867,USB-C Charging Cable,1,11.95,2019-01-07 14:04:00,January,11.95,23555,1265,3200,15,USB-C Char
145238,AAA Batteries (4-pack),1,2.99,2019-01-07 14:08:00,January,2.99,30487,1562,4188,5,AAA Batter
144891,Bose SoundSport Headphones,1,99.99,2019-01-07 14:11:00,January,99.99,13236,644,1807,7,Bose Sound
145302,Bose SoundSport Headphones,1,99.99,2019-01-07 14:14:00,January,99.99,13236,644,1807,7,Bose Sound
144682,Lightning Charging Cable,1,14.95,2019-01-07 14:15:00,January,14.95,22841,1132,3052,12,Lightning 
143765,USB-C Charging Cable,1,11.95,2019-01-07 14:24:00,January,11.95,23555,1265,3200,15,USB-C Char
147411,LG Washing Machine,1,600.0,2019-01-07 14:24:00,January,600.0,649,39,78,11,LG Washing
148672,27in 4K Gaming Monitor,1,389.99,2019-01-07 14:25:00,January,389.99,6134,308,851,1,27in 4K Ga
149846,34in Ultrawide Monitor,1,379.99,2019-01-07 14:36:00,January,379.99,6076,305,842,3,34in Ultra
145805,AA Batteries (4-pack),1,3.84,2019-01-07 14:38:00,January,3.84,27148,1398,3672,4,AA Batteri
143464,USB-C Charging Cable,1,11.95,2019-01-07 14:41:00,January,11.95,23555,1265,3200,15,USB-C Char
147545,AAA Batteries (4-pack),2,2.99,2019-01-07 14:42:00,January,5.98,30487,1562,4188,5,AAA Batter
147947,iPhone,1,700.0,2019-01-07 14:46:00,January,700.0,6732,372,895,18,iPhone
144987,AA Batteries (4-pack),1,3.84,2019-01-07 14:52:00,January,3.84,27148,1398,3672,4,AA Batteri
148944,iPhone,1,700.0,2019-01-07 15:01:00,January,700.0,6732,372,895,18,iPhone
148944,Lightning Charging Cable,1,14.95,2019-01-07 15:01:00,January,14.95,22841,1132,3052,12,Lightning 
148660,Wired Headphones,1,11.99,2019-01-07 15:04:00,January,11.99,20201,1057,2714,17,Wired Head
149593,Lightning Charging Cable,2,14.95,2019-01-07 15:11:00,January,29.9,22841,1132,3052,12,Lightning 
148703,Bose SoundSport Headphones,1,99.99,2019-01-07 15:15:00,January,99.99,13236,644,1807,7,Bose Sound
146172,Bose SoundSport Headphones,1,99.99,2019-01-07 15:17:00,January,99.99,13236,644,1807,7,Bose Sound
142998,27in FHD Monitor,1,149.99,2019-01-07 15:17:00,January,149.99,7429,412,950,2,27in FHD M
141468,Flatscreen TV,1,300.0,2019-01-07 15:21:00,January,300.0,4724,240,657,8,Flatscreen
142581,USB-C Charging Cable,1,11.95,2019-01-07 15:23:00,January,11.95,23555,1265,3200,15,USB-C Char
146333,USB-C Charging Cable,1,11.95,2019-01-07 15:25:00,January,11.95,23555,1265,3200,15,USB-C Char
144168,Bose SoundSport Headphones,1,99.99,2019-01-07 15:27:00,January,99.99,13236,644,1807,7,Bose Sound
147052,Wired Headphones,1,11.99,2019-01-07 15:30:00,January,11.99,20201,1057,2714,17,Wired Head
147968,Flatscreen TV,1,300.0,2019-01-07 15:39:00,January,300.0,4724,240,657,8,Flatscreen
146274,Lightning Charging Cable,1,14.95,2019-01-07 15:40:00,January,14.95,22841,1132,3052,12,Lightning 
143883,AA Batteries (4-pack),1,3.84,2019-01-07 15:41:00,January,3.84,27148,1398,3672,4,AA Batteri
144061,27in 4K Gaming Monitor,1,389.99,2019-01-07 15:41:00,January,389.99,6134,308,851,1,27in 4K Ga
148047,AAA Batteries (4-pack),1,2.99,2019-01-07 15:42:00,January,2.99,30487,1562,4188,5,AAA Batter
145315,AA Batteries (4-pack),1,3.84,2019-01-07 15:47:00,January,3.84,27148,1398,3672,4,AA Batteri
141448,Bose SoundSport Headphones,1,99.99,2019-01-07 15:50:00,January,99.99,13236,644,1807,7,Bose Sound
146746,Vareebadd Phone,1,400.0,2019-01-07 15:52:00,January,400.0,2023,124,279,16,Vareebadd 
144223,Bose SoundSport Headphones,1,99.99,2019-01-07 15:56:00,January,99.99,13236,644,1807,7,Bose Sound
146583,USB-C Charging Cable,1,11.95,2019-01-07 16:02:00,January,11.95,23555,1265,3200,15,USB-C Char
149924,27in 4K Gaming Monitor,1,389.99,2019-01-07 16:04:00,January,389.99,6134,308,851,1,27in 4K Ga
141275,USB-C Charging Cable,1,11.95,2019-01-07 16:06:00,January,11.95,23555,1265,3200,15,USB-C Char
141275,Wired Headphones,1,11.99,2019-01-07 16:06:00,January,11.99,20201,1057,2714,17,Wired Head
143651,ThinkPad Laptop,1,999.99,2019-01-07 16:15:00,January,999.99,4054,214,531,14,ThinkPad L
150287,Lightning Charging Cable,1,14.95,2019-01-07 16:18:00,January,14.95,22841,1132,3052,12,Lightning 
150287,iPhone,1,700.0,2019-01-07 16:18:00,January,700.0,6732,372,895,18,iPhone
150051,Bose SoundSport Headphones,1,99.99,2019-01-07 16:23:00,January,99.99,13236,644,1807,7,Bose Sound
150051,Lightning Charging Cable,1,14.95,2019-01-07 16:23:00,January,14.95,22841,1132,3052,12,Lightning 
147211,Wired Headphones,1,11.99,2019-01-07 16:30:00,January,11.99,20201,1057,2714,17,Wired Head
146015,Flatscreen TV,1,300.0,2019-01-07 16:32:00,January,300.0,4724,240,657,8,Flatscreen
149823,AA Batteries (4-pack),2,3.84,2019-01-07 16:33:00,January,7.68,27148,1398,3672,4,AA Batteri
146547,USB-C Charging Cable,1,11.95,2019-01-07 16:42:00,January,11.95,23555,1265,3200,15,USB-C Char
147358,Lightning Charging Cable,1,14.95,2019-01-07 16:44:00,January,14.95,22841,1132,3052,12,Lightning 
147007,LG Dryer,1,600.0,2019-01-07 16:49:00,January,600.0,640,39,86,10,LG Dryer
146477,AA Batteries (4-pack),1,3.84,2019-01-07 16:54:00,January,3.84,27148,1398,3672,4,AA Batteri
149967,USB-C Charging Cable,1,11.95,2019-01-07 17:00:00,January,11.95,23555,1265,3200,15,USB-C Char
144513,Bose SoundSport Headphones,1,99.99,2019-01-07 17:02:00,January,99.99,13236,644,1807,7,Bose Sound
148970,27in FHD Monitor,1,149.99,2019-01-07 17:08:00,January,149.99,7429,412,950,2,27in FHD M
147793,Wired Headphones,1,11.99,2019-01-07 17:09:00,January,11.99,20201,1057,2714,17,Wired Head
149002,USB-C Charging Cable,1,11.95,2019-01-07 17:10:00,January,11.95,23555,1265,3200,15,USB-C Char
141775,USB-C Charging Cable,1,11.95,2019-01-07 17:15:00,January,11.95,23555,1265,3200,15,USB-C Char
145222,Bose SoundSport Headphones,1,99.99,2019-01-07 17:26:00,January,99.99,13236,644,1807,7,Bose Sound
146266,27in 4K Gaming Monitor,1,389.99,2019-01-07 17:34:00,January,389.99,6134,308,851,1,27in 4K Ga
142382,27in FHD Monitor,1,149.99,2019-01-07 17:40:00,January,149.99,7429,412,950,2,27in FHD M
143479,27in FHD Monitor,1,149.99,2019-01-07 17:42:00,January,149.99,7429,412,950,2,27in FHD M
149114,AAA Batteries (4-pack),1,2.99,2019-01-07 17:43:00,January,2.99,30487,1562,4188,5,AAA Batter
145852,USB-C Charging Cable,1,11.95,2019-01-07 17:45:00,January,11.95,23555,1265,3200,15,USB-C Char
144678,20in Monitor,1,109.99,2019-01-07 17:52:00,January,109.99,4058,216,563,0,20in Monit
143612,LG Washing Machine,1,600.0,2019-01-07 17:53:00,January,600.0,649,39,78,11,LG Washing
146536,AAA Batteries (4-pack),3,2.99,2019-01-07 17:53:00,January,8.97,30487,1562,4188,5,AAA Batter
145612,Wired Headphones,1,11.99,2019-01-07 17:56:00,January,11.99,20201,1057,2714,17,Wired Head
146715,Lightning Charging Cable,1,14.95,2019-01-07 18:08:00,January,14.95,22841,1132,3052,12,Lightning 
145762,USB-C Charging Cable,1,11.95,2019-01-07 18:17:00,January,11.95,23555,1265,3200,15,USB-C Char
147146,AAA Batteries (4-pack),1,2.99,2019-01-07 18:19:00,January,2.99,30487,1562,4188,5,AAA Batter
145540,Lightning Charging Cable,2,14.95,2019-01-07 18:36:00,January,29.9,22841,1132,3052,12,Lightning 
148586,Bose SoundSport Headphones,1,99.99,2019-01-07 18:37:00,January,99.99,13236,644,1807,7,Bose Sound
148469,Lightning Charging Cable,1,14.95,2019-01-07 18:45:00,January,14.95,22841,1132,3052,12,Lightning 
143810,AA Batteries (4-pack),2,3.84,2019-01-07 18:48:00,January,7.68,27148,1398,3672,4,AA Batteri
148353,Apple Airpods Headphones,1,150.0,2019-01-07 19:05:00,January,150.0,15383,798,2057,6,Apple Airp
142253,27in FHD Monitor,1,149.99,2019-01-07 19:07:00,January,149.99,7429,412,950,2,27in FHD M
144033,AA Batteries (4-pack),1,3.84,2019-01-07 19:09:00,January,3.84,27148,1398,3672,4,AA Batteri
144279,20in Monitor,1,109.99,2019-01-07 19:13:00,January,109.99,4058,216,563,0,20in Monit
145327,27in FHD Monitor,1,149.99,2019-01-07 19:15:00,January,149.99,7429,412,950,2,27in FHD M
149170,27in 4K Gaming Monitor,1,389.99,2019-01-07 19:18:00,January,389.99,6134,308,851,1,27in 4K Ga
145976,AAA Batteries (4-pack),1,2.99,2019-01-07 19:18:00,January,2.99,30487,1562,4188,5,AAA Batter
146624,USB-C Charging Cable,1,11.95,2019-01-07 19:21:00,January,11.95,23555,1265,3200,15,USB-C Char
149822,Flatscreen TV,1,300.0,2019-01-07 19:28:00,January,300.0,4724,240,657,8,Flatscreen
148937,Bose SoundSport Headphones,1,99.99,2019-01-07 19:30:00,January,99.99,13236,644,1807,7,Bose Sound
143364,USB-C Charging Cable,1,11.95,2019-01-07 19:30:00,January,11.95,23555,1265,3200,15,USB-C Char
145784,AA Batteries (4-pack),1,3.84,2019-01-07 19:31:00,January,3.84,27148,1398,3672,4,AA Batteri
150235,AAA Batteries (4-pack),1,2.99,2019-01-07 19:33:00,January,2.99,30487,1562,4188,5,AAA Batter
145561,Lightning Charging Cable,1,14.95,2019-01-07 19:37:00,January,14.95,22841,1132,3052,12,Lightning 
148910,Flatscreen TV,1,300.0,2019-01-07 19:42:00,January,300.0,4724,240,657,8,Flatscreen
141601,Lightning Charging Cable,1,14.95,2019-01-07 19:45:00,January,14.95,22841,1132,3052,12,Lightning 
146660,AA Batteries (4-pack),1,3.84,2019-01-07 19:48:00,January,3.84,27148,1398,3672,4,AA Batteri
148330,AA Batteries (4-pack),1,3.84,2019-01-07 19:49:00,January,3.84,27148,1398,3672,4,AA Batteri
144663,27in FHD Monitor,1,149.99,2019-01-07 19:51:00,January,149.99,7429,412,950,2,27in FHD M
143262,Bose SoundSport Headphones,1,99.99,2019-01-07 19:53:00,January,99.99,13236,644,1807,7,Bose Sound
146891,Macbook Pro Laptop,1,1700.0,2019-01-07 20:05:00,January,1700.0,4645,233,636,13,Macbook Pr
149017,Wired Headphones,1,11.99,2019-01-07 20:08:00,January,11.99,20201,1057,2714,17,Wired Head
146681,AA Batteries (4-pack),1,3.84,2019-01-07 20:13:00,January,3.84,27148,1398,3672,4,AA Batteri
150007,Lightning Charging Cable,1,14.95,2019-01-07 20:17:00,January,14.95,22841,1132,3052,12,Lightning 
145615,Google Phone,1,600.0,2019-01-07 20:30:00,January,600.0,5440,312,706,9,Google Pho
145650,Apple Airpods Headphones,1,150.0,2019-01-07 20:32:00,January,150.0,15383,798,2057,6,Apple Airp
145650,USB-C Charging Cable,1,11.95,2019-01-07 20:32:00,January,11.95,23555,1265,3200,15,USB-C Char
147583,Apple Airpods Headphones,1,150.0,2019-01-07 20:33:00,January,150.0,15383,798,2057,6,Apple Airp
148547,AA Batteries (4-pack),1,3.84,2019-01-07 20:36:00,January,3.84,27148,1398,3672,4,AA Batteri
148939,Bose SoundSport Headphones,1,99.99,2019-01-07 20:52:00,January,99.99,13236,644,1807,7,Bose Sound
148315,USB-C Charging Cable,1,11.95,2019-01-07 20:57:00,January,11.95,23555,1265,3200,15,USB-C Char
146069,iPhone,1,700.0,2019-01-07 21:02:00,January,700.0,6732,372,895,18,iPhone
144890,27in FHD Monitor,1,149.99,2019-01-07 21:03:00,January,149.99,7429,412,950,2,27in FHD M
142984,AAA Batteries (4-pack),2,2.99,2019-01-07 21:04:00,January,5.98,30487,1562,4188,5,AAA Batter
